source,target,date,type,FATALITIES,LATITUDE,LOCATION,LONGITUDE,NOTES,记录数,YEAR
Military Forces of Algeria (1999-),Unidentified Armed Group,2008/9/29,Battle-No change of territory,1,36.7496,Bordj Thar,6.0295,No further details given.,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/1/19,Battle-No change of territory,1,35.4042,Tebessa,8.1242,Armed Islamist killed in a clash with security forces,1,2008
Police Forces of Algeria (1999-),Islamist Militia,2008/3/2,Battle-No change of territory,1,36.6718,Tizi Rached,4.1918,"A major militant group attacked the financial agencies in Tizi Rached town, killing one policeman",1,2008
Police Forces of Algeria (1999-),Islamist Militia,2008/2/6,Battle-No change of territory,1,36.7262,Bou khalfa,4.0169,One officer killed and another wounded when they came under fire from two vehicles as they stood guard outside their barracks,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/3/17,Battle-No change of territory,2,36.6347,Ammal,3.5904,"2 militants killed including wanted militant leader Abdelamalek Kouri, also called Khaled Abou Souleimane",1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/3/17,Battle-No change of territory,2,36.6677,Beni Amrane,3.5912,2 militants killed during a skirmish on the heights of Beni-Amrane,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/3/17,Battle-No change of territory,2,36.7433,Bordj Menaiel,3.7173,"2 militants killed including wanted militant leader Abdelamalek Kouri, also called Khaled Abou Souleimane",1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/10/18,Battle-No change of territory,2,36.7664,Boumerdes,3.4772,Two armed Islamists were killed by security forces. A third militant was wounded and fled. The band had traveled from the community of Legata and were preparing to enter an apartment complex to kidnap a businessman.,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/1/28,Battle-No change of territory,2,36.7939,Taourga,3.9503,killed in an ambush,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/12/21,Battle-No change of territory,3,35.7425,Relizane,.5592,Security services have killed three militants in western Algeria and seized several assault rifles along with explosive belts often used for suicide bombings.,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/9/27,Battle-No change of territory,3,35.4042,Tebessa,8.1242,Three suspected insurgents were killed in a shootout with military during a sweep by army and police in Tebessa. Two of the slain men were accused of having previously killed a security officer.,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/12/1,Battle-No change of territory,4,36.7118,Tizi Ouzou,4.0459,Four suspected militants were killed after they opened fire on an army patrol that had been tailing their vehicle for 40 kilometers.,1,2008
Military Forces of Algeria (1999-),Islamist Militia,2008/10/10,Battle-No change of territory,4,34.8783,Tlemcen,-1.315,Algerian security services killed four suspected Islamist militants in an overnight raid.,1,2008
Military Forces of Algeria (1999-),Unidentified Armed Group,2008/9/30,Battle-No change of territory,6,35.3758,Tiaret,1.3131,Six communal guards were killed by militants who ambushed the town of Tiaret. Victims were beheaded. The ambush follows similar attacks targeting communal guards that are part of an armed citizens unit that patrols rural areas.,1,2008
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/7/25,Battle-No change of territory,0,34.9887,Kimmel,6.5242,Two soldiers and two municipal guards were wounded in an ambush laid by a militant group in the municipality of Kimmel,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/5/11,Battle-No change of territory,0,36.7066,Sidi Ali Bounab,3.8749,A militant group made up of at least 15 armed elements is surrounded by the security forces in the Sid-Ali Bounab maquis,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/5/29,Battle-No change of territory,1,36.1518,Tiberkanine,1.6529,"Algerian army kills one militant in Ain Defla province, recovering a Kalashnikov rifle",1,2009
Police Forces of Algeria (1999-),Unidentified Armed Group,2009/4/15,Battle-No change of territory,1,34.75,Sidi Okba,5.9,has been shot dead in southern Algeria,1,2009
Police Forces of Algeria (1999-),Unidentified Armed Group,2009/3/14,Battle-No change of territory,1,36.1822,Beni Ouagueg,4.2494,A local police officer was killed and two colleagues seriously wounded in an attack near Beni Ouguig,1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/5/8,Battle-No change of territory,1,36.6551,Kharrouba,3.4071,"An Islamist was killed as security forces mounted a joint operation on an armed group at Kharrouba, near Boumerdes",1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/10/6,Battle-No change of territory,1,36.8355,Afir,3.9997,A 30-year old man suspected of being a armed actor was killed in an ambush early in the morning by security officers. One firearm was recovered from among his possessions.,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/11/16,Battle-No change of territory,1,36.9172,Dellys,3.9131,"the 22-year-old Amrouche Yahia, in an ambush. A home-made bomb suposedly linked to Yahia exploded earlier that day in the same town but created no casualties.",1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/4/27,Battle-No change of territory,1,36.6986,Ait Khercha,3.9241,An armed Islamist militant had been killed in the Tadmait region,1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/7/28,Battle-No change of territory,1,36.7118,Tizi Ouzou,4.0459,Armed Islamists were killed in two ambushes near Tizi Ouzou,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/3/26,Battle-No change of territory,1,36.8931,Azeffoun,4.42,A lieutenant colonel was killed in an ambush near the town of Azeffoun while his troops were tracking down militants in the mountainous area some 60 kilometers (37 miles) northeast of the town of Tizi Ouzou.,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/4/15,Battle-No change of territory,2,36.75,Bejaia,5.0833,Two guards were killed in armed attacks in Bejaia,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/5/18,Battle-No change of territory,2,36.1,El Mehir,4.3167,"In Bourdj Bou Arreridj, security forces eliminated two militants in Mhair area near the border with Bouira Province",1,2009
Police Forces of Algeria (1999-),Islamist Militia,2009/5/3,Battle-No change of territory,2,36.7853,Zemmouri,3.6036,"Islamist fighters ambushed a patrol of plainclothes police near the Algerian capital, killing the local police chief and an officer. Another was seriously injured.",1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/6/28,Battle-No change of territory,2,36.7225,Ain Touila,8.4161,Two militants have been killed by the combined security forces,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/4/24,Battle-No change of territory,2,36.8072,Djemaa Beni Habibi,6.123,"An army lieutenant was killed. During the clash, a militant was killed and a Kalashnikov submachine gun was recovered by the security forces",1,2009
Police Forces of Algeria (1999-),Unidentified Armed Group,2009/12/6,Battle-No change of territory,2,35.8837,Sidi Aissa,3.7666,"armed with a Kalashnikov (or, potentially, a group) shot at them at night.",1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group (Libya),2009/4/27,Battle-No change of territory,2,22.785,Tamanrasset,5.5228,"Special forces from the National Peoples Army, ANP, killed two militants in the spot known as Taten, west of the city of Tamanrasset.",1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/6/24,Battle-No change of territory,2,36.4748,Merad,2.4263,The Joint Security Forces eliminated two militants in Taghrara forest,1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/7/27,Battle-No change of territory,2,36.7118,Tizi Ouzou,4.0459,Armed Islamists were killed in two ambushes near Tizi Ouzou,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/3/7,Battle-No change of territory,2,36.7441,Tadmait,3.9005,Two people were killed and five others wounded in a suicide attack on the barracks of Algerian security forces at Tadmait near Tizi Ouzou,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/7/4,Battle-No change of territory,3,36.6792,Acherchour,5.129,"The army killed three militants in Acherchour, Bouzfene municipality",1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/2/15,Battle-No change of territory,3,36.7433,Bordj Menaiel,3.7173,"Suspected Islamists disguised as soldiers set up a fake check point, identified three off-duty soldiers, pulled them out and executed them",1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/5/21,Battle-No change of territory,3,35.6078,Tissemsilt,1.8111,"The Algerian security forces have killed three armed men in an ambush in Tissemsilt Province, west of the Algerian capital. Kalashnikov rifles and ammunition were recovered.",1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/10/4,Battle-No change of territory,4,35.4343,Hassi Fedoul,2.2166,Four armed Islamists were killed by Algerian security forces in Hassi Fedoul.,1,2009
Police Forces of Algeria (1999-),Unidentified Armed Group,2009/5/20,Battle-No change of territory,5,35.9495,Ain Dalia,2.6003,"An ambush laid by a militant group that had targeted a convoy of vehicles from the National Gendarmerie in Ain Dalia, killed five and wounded one",1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2009/7/25,Battle-No change of territory,5,36.7066,Sidi Ali Bounab,3.8749,Algerian security forces have killed five armed Islamic extremists in the Sidi Ali Bou Nab,1,2009
Military Forces of Algeria (1999-),Islamist Militia,2009/10/9,Battle-No change of territory,13,30.1344,Beni Abbes,-2.1666,Security forces Friday killed 10 Islamist militants as they transported arms to their base in the Sahara desert. 3 soldiers also died in the assault. The joint police and army attacked a three-vehicle convoy laden with arms. Authorities seized,1,2009
Military Forces of Algeria (1999-),Unidentified Armed Group,2010/12/20,Battle-No change of territory,0,36.6108,Ait Dahmane,3.5773,A militant was captured by security forces on 20 December after a violent skirmish with an armed group in Ait Dahmane in the Ammal region southeast of Boumerdes. A Kalashnikov-type weapon belonging to the militant was recovered by the soldiers.,1,2010
Military Forces of Algeria (1999-) Gendarmerie,Unidentified Armed Group,2011/11/10,Battle-No change of territory,0,36.3868,Tazmalt,4.3989,"On 10 November, a militant group attempted to storm a National Gendarmerie barracks in the town of Tazmalt [Bejaia Province]. The militant opened fire towards the main gate and then fled when the National Gendarmerie personnel retaliated.",1,2011
Military Forces of Algeria (1999-) Gendarmerie,Unidentified Armed Group,2011/2/7,Battle-No change of territory,0,36.7853,Zemmouri,3.6036,"An attackÊtargeted a Gendarmerie convoy escorting workers from an Italian company in Zemmouri, injuring two gendarmes.",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/4/18,Battle-No change of territory,1,35.9938,Tarik Ibn Ziad,2.1456,"A militant was killed in Ain Defla province, 150 km west of Algiers, following a combing operation conducted by the army in Tareq Ibn Ziad, while a communal guard was wounded in this operation.",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/8/20,Battle-No change of territory,1,36.5833,Maatka,4,A member of a militant group was eliminated on 20 August near Souk El Tnine in the region of Maatkas.,1,2011
Police Forces of Algeria (1999-),Unidentified Armed Group,2011/7/1,Battle-No change of territory,1,36.8931,Azeffoun,4.42,"On Friday 1 July 2011, four policemen were injured in a suicideÊbomb attackÊat the entrance to the city of Azeffoun. The same source conflictingly reported that the bomb was remotely detonated.",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/7/13,Battle-No change of territory,2,36.8169,Baghlia,3.8572,On Wednesday aÊbomb attackÊat a military post near Baghlia killed two soldiers and wounded six more. Troops were subsequently involved in a fierce gunÊbattleÊwith insurgents there.,1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/4/18,Battle-No change of territory,2,36.6135,Djerrah,3.5655,"ÊThe Algerian armed forces eliminated on 18 April two militants and arrested another, after a fireclashÊin Djerrah, in Boumerdes province, 60 km east of capital Algiers.",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/8/19,Battle-No change of territory,2,36.5833,Maatka,4,"Algerian forces killed two militants suspected of involvement in anÊattackÊthat left three people dead in the region of Kabylie. Two of the suspected attackers were caught by security on Friday at a checkpoint near Maatkas, a town located 25 ki",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/8/22,Battle-No change of territory,3,36.6082,Bouaidel,3.5807,"Security services killed three militants in anÊambushÊset in the night of 22 - 23 August in the locality of Bouadil, Municipality of Ammal, Boumerdes province, 60 km east of Algiers the capital.",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/4/24,Battle-No change of territory,4,36.8043,Tirilt Bou KhenafouÊ,3.9762,"On the evening of Sunday, 24 April, four militants were killed by soldiers in the Khenafou mountains located on the border between Bejaia and Bordj Bou Arreridj.",1,2011
Police Forces of Algeria (1999-),Unidentified Armed Group,2011/8/17,Battle-No change of territory,4,36.6195,Beni Douala,4.0828,group.,1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2011/4/16,Battle-No change of territory,6,36.7118,Tizi Ouzou,4.0459,The Algerian armyÊkillsÊsix militants in Tizi Ouzou.,1,2011
Military Forces of Algeria (1999-),Islamist Militia,2011/4/17,Battle-No change of territory,7,36.6347,Ammal,3.5904,"Five soldiers and two militants were killed in clashes between government forces and armed Islamists in Ammal area, 30 km south of Boumerdes on 17 April.",1,2011
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/8/23,Battle-No change of territory,0,36.5418,Bougara,3.081,"Three militants were arrested by the special forces of the Peoples National Army (ANP), one soldier was injured in the arrest.",1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/7/24,Battle-No change of territory,0,36.3285,Ath Mansour Taourirt,4.3106,"a militant group attacked a military billet located in the community of Passala, in the municipality of Ath Mansour 50 kilometres to the east of the province of Bouira",1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/8/3,Battle-No change of territory,0,34.6667,Djelfa,3.25,At least two police officers were injured after a group of gunmen attacked a barack,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/7/27,Battle-No change of territory,0,36.7118,Tizi Ouzou,4.0459,"in the Berber province of Tizi Ouzou,",1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/10/25,Battle-No change of territory,1,36.6917,Adekar,4.675,"One soldier was killed and another wounded by militants near Adekar, to the west of Bejaia",1,2012
Military Forces of Algeria (1999-),Islamist Militia,2012/12/19,Battle-No change of territory,1,36.3359,Ahnif,4.2622,An Algerian army colonel was killed in aÊclashÊwith militants in Ahnif. A communal guard was also injured in the attack.,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/8/28,Battle-No change of territory,1,36.5646,Lakhdaria,3.5933,A militant was killed by a special unit fighting terrorism. A Kalashnikov was recovered,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/12/28,Battle-No change of territory,1,36.7675,Zaatra,3.6069,The Algerian army killed a militant,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/10/5,Battle-No change of territory,1,22.785,Tamanrasset,5.5228,A special military unit arrested one of the most important people wanted in smuggling cases after aÊclashÊwith his aides near the Malian-Algerian border. An aide of the suspect was killed and one of the arrested was injured in the operation,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/12/12,Battle-No change of territory,1,36.4447,Beni Mileuk,1.717,"Algerian troops killed a militant in the town of Beni-Melleuk, Damous in Chlef. Officers recovered weapons during theÊambushÊoperation.",1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/5/27,Battle-No change of territory,1,36.4918,Aghbal,1.839,"The joint security forces in Tipaza succeeded in eliminating a militant in the heights of Aghbal municipality, precisely near Douar Ztima in which a firearm, 2 hand grenades and a mobile phone were recovered.",1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/12/3,Battle-No change of territory,2,36.7463,Naciria,3.8316,Two militants were killed by the security forces in the municipality of Naciria,1,2012
Military Forces of Algeria (1999-),Islamist Militia,2012/10/15,Battle-No change of territory,2,36.7441,Tadmait,3.9005,Security forces intercepted a vehicle heading towards Algiers killing two Islamic militants,1,2012
Military Forces of Algeria (1999-),Islamist Militia,2012/10/16,Battle-No change of territory,2,36.5647,Ain-El-Hammam,4.3062,Police ambushed and killed another two armed Islamists in Ain El Hamam. A policeman was injured and Kalashnikov assault rifles were recovered,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/6/11,Battle-No change of territory,3,36.8411,Tiferaa,4.1453,Three militants were killed in an army ambush on the edge of the Mizrana forest,1,2012
Military Forces of Algeria (1999-),Unidentified Armed Group,2012/11/21,Battle-No change of territory,4,36.7433,Bordj Menaiel,3.7173,Algerian soldiers killed four armed Islamists during a raid in the Boumerdes region,1,2012
Police Forces of Algeria (1999-),Unidentified Armed Group,2012/8/3,Battle-No change of territory,4,34.6027,Oued Zouia,-1.6832,Four Algerian border guards have been killed by unidentified gunmen in anÊambushÊnear the frontier with Morocco,1,2012
Police Forces of Algeria (1999-),Unidentified Armed Group,2013/9/1,Battle-No change of territory,0,35.5553,Batna,6.1786,"The day after the clash, several raids were carried out by the security forces in the various quarters of the town. An unspecified number of people were arrested. Two men were involved in a police chase. The operation is still under way at the",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/6/8,Battle-No change of territory,0,36.5,Maala,3.5833,"Two soldiers were slightly wounded this Saturday, 8 June, on the edge of the municipality of Maala, on the heights of Lakhdaria 50 kilometres to the west of Bouira. An undetermined number of attackers riddled the vehicle with bullets.",1,2013
Police Forces of Algeria (1999-),Unidentified Armed Group,2013/8/20,Battle-No change of territory,0,36.5646,Lakhdaria,3.5933,"On 20 August, elements of the National Gendarmerie [GN] repelled a militantÊattackÊcarried out against one of their forward posts set up on the northeast edge of the city of Lakhdaria, north of Bouira.",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/5/9,Battle-No change of territory,0,36.8792,Skikda,6.9067,"A National Gendarmerie battalion in El Kel, Skikda Province, on the day before yesterday, Thursday [9 May], arrested the leader of a support and supply cell for militants in Skikda.",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/6/16,Battle-No change of territory,0,36.5647,Ain-El-Hammam,4.3062,"A man in possession of two grenades was captured by the security agencies on Sunday [16 June] in downtown Ain El Hammam, 50 or so kilometres to the east of the city of Tizi Ouzou.",1,2013
Military Forces of Algeria (1999-),Protectors of the Salafi Call,2013/9/14,Battle-No change of territory,0,35.1,Ghazaouet,-1.85,Algeria said it foiled a plot by a militant armed group to attack the port of Ghazaouet northwest of the capital. Security sources told Algerian newspapers that the commercial port was placed under tight security after the authorities foiled th,1,2013
Police Forces of Algeria (1999-),Islamist Militia,2013/8/31,Battle-No change of territory,1,35.5553,Batna,6.1786,"An Islamist was killed and at least one wounded in a battle with police Saturday in downtown Batna (450 km south-east of Algiers), the Algerian press reported Sunday.",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/9/8,Battle-No change of territory,1,36.8169,Baghlia,3.8572,"Algerian troops have killed two armed Islamists east of the capital, the defence ministry said on Monday. The ministry said two Islamists were killed in separate operations on Sunday evening. The second gunman was killed in an army ambush in th",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/9/8,Battle-No change of territory,1,36.7118,Tizi Ouzou,4.0459,"Algerian troops have killed two armed Islamists east of the capital, the defence ministry said on Monday. The ministry said two Islamists were killed in separate operations on Sunday evening, one of them during clashes with security forces in t",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/5/10,Battle-No change of territory,1,36.7305,Yakouren,4.4365,"The National Peoples Army [ANP] killed two unidentified combatants in two different places. The first was in Yakouren, where a violent clash pitted them against a group of combatants.",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/5/10,Battle-No change of territory,1,36.5561,Ouadhia,4.0897,"The National Peoples Army [ANP] killed two unidentified combatants in two different places. The second was in Ouadhias, where a combatant was slain in an ambush by the security forces",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/7/28,Battle-No change of territory,1,36.7305,Yakouren,4.4365,"A captain was shot dead late on Monday at Yakourene in Kabylie by gunmen as he was returning to bar-racks 50 kilometres (30 miles) from Tizi Ouzou, east of Algiers,",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/9/5,Battle-No change of territory,2,36.7978,Ain El Hamra,3.7175,"Algerian soldiers killed two armed Islamists on Thursday in a military operation east of the capital, the defence ministry said. The incident occurred in Ain El Hamra, in the Boumerdes region, with a weapons cache recovered in the op-eration, t",1,2013
Police Forces of Algeria (1999-),Unidentified Armed Group,2013/2/15,Battle-No change of territory,2,36.4647,Sidi Akkacha,1.3067,"Algerian security services killed an armed combatant on Friday night in Sidi Akkacha, 43km north of Chlef, El Moudjahid reported. The armed combatant was in a stolen vehicle earlier in the day when he killed a police officer who stopped him for",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/3/9,Battle-No change of territory,2,36.3333,Laarama,6.6667,"have been killed by the Algerian security services in an ambush in Laarama, in the municipality of Badis, some 40 km southeast of Constantine",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/2/6,Battle-No change of territory,2,35.4358,Khenchela,7.1433,"A group of 50 armed combatants on Wednesday [6 February] night launched an attack on a military barracks in southeastern Khenchela Province, during which heavy RPG weapons were used. The army responded with field artillery and military planes.",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/2/17,Battle-No change of territory,2,35.2122,Ksar Chellala,2.3189,ANP troops on Sunday killed two armed combatants in the Batna town of Chellala.,1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/3/26,Battle-No change of territory,2,36.7833,Attouche,4.0667,"Algerian security forces have killed five Islamists on Monday evening and Tuesday in a raid on the village of Attouche, in the Makouda area, Among those killed were Badache Said, 39, who led the Ibn el-Moqafa militia, and Nouali Hamza, both of",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/2/11,Battle-No change of territory,2,36.8682,Ihnouchene,4.3024,"Two die in skirmish with forces of the Peoples National Army [ANP] near the village of Ihnouchene, in the Aghribs region",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/10/7,Battle-No change of territory,3,27.864,Ouaina,-.342,Three armed men were killed in Ouaina in the northernmost part of Illizi Province. A confrontation took place between the armed forces and the men who had dug in behind a hill.,1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/5/7,Battle-No change of territory,3,36.7664,Boumerdes,3.4772,Algerias military reports it has killed seven armed militants in two separate operations in a mountainous region east of the capital. The military says three other militants were killed in Boumerdes 50 kilometers (30 miles) east of the capital,1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/12/26,Battle-No change of territory,3,36.365,Constantine,6.6147,Algerian army kills three gunmen in eastÊAlgeria,1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/7/19,Battle-No change of territory,3,33.3561,El Oued,6.8632,"Last Friday army troops spotted a four-wheel drive vehicle coming from Libya, Echorouk reported. Army troops destroyed the SUV when it reached the province of El Oued, 800 kilometres south-east of Algiers. This led to the death of the three gun",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/3/25,Battle-No change of territory,3,36.7833,Attouche,4.0667,"On Monday night into Tuesday morning [25-26 March], a violent clash pitted the security forces against a militant group near the community of Attouche, in the municipality of Makouda [northern Algeria]. Yesterday morning, local sources noted th",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/5/10,Battle-No change of territory,3,36.8638,Mizrana,4.0654,"12 militants have been eliminated these past four days in Kabylie. There have been four in Aghribs, three in Mizrana, and three between Bouira and Bejaia. Their Kalashnikov-type weapons were recovered.",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/7/19,Battle-No change of territory,4,36.1477,Sour el Ghozlane,3.6912,"Algerian authorities say four armed Islamic extremists have been killed in a shootout with soldiers southeast of the capital. Fighting occurred overnight in Sour El Ghozlane, 120 kilometers (70 miles) from Algiers. Two senior AQIM members were",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/12/2,Battle-No change of territory,4,19.6633,In Guezzam,5.7332,The joint security forces on Sunday to Monday night killed four militants in Arseouan [as transliterated] area near In Guezzam [Tamanrasset Province].,1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/5/7,Battle-No change of territory,4,36.7118,Tizi Ouzou,4.0459,"Algerias military reports it has killed seven armed militants in two separate operations in a mountainous region east of the capital. In the first operation Tuesday, soldiers ambushed and killed four militants near the regional capital of Tizi",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/5/10,Battle-No change of territory,4,36.7936,Aghribs,4.3116,"12 militants have been eliminated these past four days in Kabylie. There have been four in Aghribs, three in Mizrana, and three between Bouira and Bejaia. Their Kalashnikov-type weapons were recovered.",1,2013
Police Forces of Algeria (1999-),Unidentified Armed Group,2013/8/6,Battle-No change of territory,4,36.8931,Azeffoun,4.42,"Gunmen have killed three policemen in an ambush in the eastern Algerian region of Kabylie and lost one of their own. A police patrol was attacked by a group of gunmen on the road to the new hospital in Azeffoun on Tuesday afternoon, some 60 kil",1,2013
Military Forces of Algeria (1999-),Islamist Militia,2013/9/27,Battle-No change of territory,5,36.9172,Dellys,3.9131,"Algerian troops killed five Islamist gunmen east of the capital Friday, the defence ministry said, in the latest deadly violence to rock the restive Boumerdes province this month. The militants died in clashes that broke out at 0600 GMT in a wo",1,2013
Military Forces of Algeria (1999-),Unidentified Armed Group,2013/11/12,Battle-No change of territory,5,29.9853,Deb Deb,9.4338,"and wounded another after an armedÊclashÊnear Debdeb, some 450 kilometres from the centre of Illizi wilaya.",1,2013
Police Forces of Algeria (1999-),Unidentified Armed Group,2014/2/8,Battle-No change of territory,0,28.6667,Ohanet,8.8333,"A police convoy came under heavy fire in Illizi, southeastÊAlgeria",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group (Libya),2014/5/3,Battle-No change of territory,0,24.5527,Djanet,9.4858,"Algerian army troops arrested 20 Libyan armed men and seized their weapons after a firefight. The operation took place in the locality of Djanet, in the province of Illizi.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/5/15,Battle-No change of territory,0,31.9664,Ouargla,5.3421,"Three armed men were arrested in Ouargla province, southeastÊAlgeria,Êafter they clashed with security forces.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/10/15,Battle-No change of territory,0,34.9644,Tenezara,-.6131,A violent armed confrontation took near the village of Tinzara in the area between Tighalimet and Mezaourou Municipalities between the joint security forces and an unidentified armed group of unknown identity and size.,1,2014
Military Forces of Algeria (1999-) Border Guards,Unidentified Armed Group,2014/3/13,Battle-No change of territory,0,35.4042,Tebessa,8.1242,group and Algerian forces took place in the border area of Bouhaira in the eastern Algerian province of Tebessa.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/4/21,Battle-No change of territory,0,36.5365,Iboudraren,4.2387,"The armed forces, including paratroopers, were combing the region after an attack on the army a few days previously.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/9/30,Battle-No change of territory,0,36.4667,Forest Ait OuabaneÊ,4.2833,Soldiers engaged in operations searching for the killers of the Frenchman kidnapped clashed with a militant group near Tikjda near the hills over the village of Ait Oualbane.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/3/17,Battle-No change of territory,1,36.4764,Djebahia,3.7588,"was killed Monday during anÊambushÊby a detachment of the National Popular Army (ANP) in the region of Djebahia, in locality of Kadiria in the province of Bouira",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/4/5,Battle-No change of territory,1,36.8,Jijel,5.7667,The defence ministry said the army killed an armed Islamist and seized weapons and equipment in aÊraidÊSaturday on hideouts in Jijel area of Kabylie.,1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/11/28,Battle-No change of territory,1,36.8466,Tifirassene,6.2052,One militant was killed on Friday during a sweep operation conducted by a detachment of the Algerian Army in the locality of Tifirassene in Jijel province.,1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/12/7,Battle-No change of territory,1,36.6757,Moknea,4.455,"The army has killed an Islamist combatant in the Tizi Ouzou region, the Defence Ministry announced.",1,2014
Military Forces of Algeria (1999-),Islamist Militia,2014/3/13,Battle-No change of territory,1,36.7936,Aghribs,4.3116,"late on Thursday in the Tizi Ouzou region, around 100 kilometres (60 miles) east of Algiers.",1,2014
Military Forces of Algeria (1999-),Unidentified Armed Group,2014/3/14,Battle-No change of territory,1,36.7118,Tizi Ouzou,4.0459,Gunman killed inÊambushÊby Algerian army in Tizi Ouzou.,1,2014
